AREATYPE, AREA, AREANAME, SOCCODE, SOCTITLE, SOCDESC, EMPLOYMENT,MEAN, MEDIAN, ENTRYWG, EXPERIENCE
10,000001,"Capital Region", 29-1021," Dentists, General","Examine, diagnose, and treat diseases, injuries, and malformations of teeth and gums.  May treat diseases of nerve, pulp, and other dental tissues affecting oral hygiene and retention of teeth.  May fit dental appliances or provide preventive care.  Excludes Prosthodontists (29-1024), Orthodontists (29-1023), Oral and Maxillofacial Surgeons (29-1022) and Dentists, All Other Specialists (29-1029).",370,173225.23,164542.5,112731.68,203472.52
10,000001,"Capital Region", 29-1029," Dentists, All Other Specialists","All dentists not listed separately.","n/a",195910.44,184254.03,82633.33,252547.97
10,000001,"Capital Region", 29-1031," Dietitians and Nutritionists","Plan and conduct food service or nutritional programs to assist in the promotion of health and control of disease.  May supervise activities of a department providing quantity food services, counsel individuals, or conduct nutritional research.",310,76509.3,77549.83,58479.26,85523.81
10,000001,"Capital Region", 29-1041," Optometrists","Diagnose, manage, and treat conditions and diseases of the human eye and visual system.  Examine eyes and visual system, diagnose problems or impairments, prescribe corrective lenses, and provide treatment.  May prescribe therapeutic drugs to treat specific eye conditions.  Ophthalmologists are included in Physicians and Surgeons, All Other (29-1069).",110,154379.61,165341.64,104144.48,179497.17
10,000001,"Capital Region", 29-1051," Pharmacists","Dispense drugs prescribed by physicians and other health practitioners and provide information to patients about medications and their use.  May advise physicians and other health practitioners on the selection, dosage, interactions, and side effects of medications.",1310,133291.66,136984.36,105746.87,147064.05
10,000001,"Capital Region", 29-1071," Physician Assistants","Provide healthcare services typically performed by a physician, under the supervision of a physician.  Conduct complete physicals, provide treatment, and counsel patients.  May, in some cases, prescribe medication.  Must graduate from an accredited educational program for physician assistants.  Excludes Emergency Medical Technicians and Paramedics (29-2041), Medical Assistants (31-9092), Registered Nurses (29-1141), Nurse Anesthetists (29-1151), Nurse Midwives (29-1161), and Nurse Practitioners (29-1171).",800,135264.87,133870.99,104979.57,150406.49
10,000001,"Capital Region", 29-1122," Occupational Therapists","Assess, plan, organize, and participate in rehabilitative programs that help build or restore vocational, homemaking, and daily living skills, as well as general independence, to persons with disabilities or developmental delays.",640,87666.5,86201.74,64808.72,99095.9
10,000001,"Capital Region", 29-1123," Physical Therapists","Assess, plan, organize, and participate in rehabilitative programs that improve mobility, relieve pain, increase strength, and improve or correct disabling conditions resulting from disease or injury.",920,92162.45,93134.16,71159.76,102663.29
10,000001,"Capital Region", 29-1124," Radiation Therapists","Provide radiation therapy to patients as prescribed by a radiologist according to established practices and standards.  Duties may include reviewing prescription and diagnosis; acting as liaison with physician and supportive care personnel; preparing equipment, such as immobilization, treatment, and protection devices; and maintaining records, reports, and files.  May assist in dosimetry procedures and tumor localization.","n/a",109242.36,103908.23,83610.18,122058.45
10,000001,"Capital Region", 29-1125," Recreational Therapists","Plan, direct, or coordinate medically-approved recreation programs for patients in hospitals, nursing homes, or other institutions.  Activities include sports, trips, dramatics, social activities, and arts and crafts.  May assess a patient condition and recommend appropriate recreational activity.  Excludes Recreation Workers (39-9032).","n/a",64636.16,61369.73,47387.8,73259.31
10,000001,"Capital Region", 29-1126," Respiratory Therapists","Assess, treat, and care for patients with breathing disorders.  Assume primary responsibility for all respiratory care modalities, including the supervision of respiratory therapy technicians.  Initiate and conduct therapeutic procedures; maintain patient records; and select, assemble, check, and operate equipment.",350,88497.48,84229.56,76084.05,94704.72
10,000001,"Capital Region", 29-1127," Speech-Language Pathologists","Assess and treat persons with speech, language, voice, and fluency disorders.  May select alternative communication systems and teach their use.  May perform research related to speech and language problems.",850,90441.93,84582.91,63542.21,103891.79
10,000001,"Capital Region", 29-1128," Exercise Physiologists","Assess, plan, or implement fitness programs that include exercise or physical activities such as those designed to improve cardiorespiratory function, body composition, muscular strength, muscular endurance, or flexibility.  Excludes Physical Therapists (29-1123), Athletic Trainers (29-9091), and Fitness Trainers and Aerobic Instructors (39-9031).","n/a",60077.54,60830.47,48710.8,65761.94
10,000001,"Capital Region", 29-1129," Therapists, All Other","All therapists not listed separately.","n/a",62944.4,58246.09,51157.54,68838.34
10,000001,"Capital Region", 29-1131," Veterinarians","Diagnose, treat, or research diseases and injuries of animals.  Includes veterinarians who conduct research and development, inspect livestock, or care for pets and companion animals.",280,146109.8,134516.05,90660.72,173834.35
10,000001,"Capital Region", 29-1141," Registered Nurses","Assess patient health problems and needs, develop and implement nursing care plans, and maintain medical records.  Administer nursing care to ill, injured, convalescent, or disabled patients.  May advise patients on health maintenance and disease prevention or provide case management.  Licensing or registration required.  Includes Clinical Nurse Specialists.  Excludes Nurse Anesthetists (29-1151), Nurse Midwives (29-1161), and Nurse Practitioners (29-1171).",11450,98668.59,94879.34,75767.68,110119.57
